ID	Time	Pop	Capture name
Ind. 127	2	P	Cap:t=2
Ind. 128	2	P	Cap:t=2
Ind. 4	3	P	Cap:t=3
Ind. 5	3	P	Cap:t=3
Ind. 6	3	P	Cap:t=3
Ind. 9	3	P	Cap:t=3
Ind. 11	3	P	Cap:t=3
Ind. 13	3	P	Cap:t=3
Ind. 19	3	P	Cap:t=3
Ind. 27	3	P	Cap:t=3
Ind. 30	3	P	Cap:t=3
Ind. 33	3	P	Cap:t=3
Ind. 36	3	P	Cap:t=3
Ind. 43	3	P	Cap:t=3
Ind. 55	3	P	Cap:t=3
Ind. 59	3	P	Cap:t=3
Ind. 66	3	P	Cap:t=3
Ind. 67	3	P	Cap:t=3
Ind. 68	3	P	Cap:t=3
Ind. 86	3	P	Cap:t=3
Ind. 88	3	P	Cap:t=3
Ind. 90	3	P	Cap:t=3
Ind. 93	3	P	Cap:t=3
Ind. 94	3	P	Cap:t=3
Ind. 98	3	P	Cap:t=3
Ind. 99	3	P	Cap:t=3
Ind. 100	3	P	Cap:t=3
Ind. 103	3	P	Cap:t=3
Ind. 109	3	P	Cap:t=3
Ind. 112	3	P	Cap:t=3
Ind. 116	3	P	Cap:t=3
Ind. 117	3	P	Cap:t=3
Ind. 129	3	P	Cap:t=3
Ind. 131	3	P	Cap:t=3
Ind. 135	3	P	Cap:t=3
Ind. 139	3	P	Cap:t=3
Ind. 141	3	P	Cap:t=3
Ind. 142	3	P	Cap:t=3
Ind. 143	3	P	Cap:t=3
Ind. 155	3	P	Cap:t=3
Ind. 158	3	P	Cap:t=3
Ind. 6	4	P	Cap:t=4
Ind. 13	4	P	Cap:t=4
Ind. 22	4	P	Cap:t=4
Ind. 27	4	P	Cap:t=4
Ind. 30	4	P	Cap:t=4
Ind. 31	4	P	Cap:t=4
Ind. 41	4	P	Cap:t=4
Ind. 42	4	P	Cap:t=4
Ind. 46	4	P	Cap:t=4
Ind. 50	4	P	Cap:t=4
Ind. 55	4	P	Cap:t=4
Ind. 56	4	P	Cap:t=4
Ind. 60	4	P	Cap:t=4
Ind. 69	4	P	Cap:t=4
Ind. 81	4	P	Cap:t=4
Ind. 83	4	P	Cap:t=4
Ind. 84	4	P	Cap:t=4
Ind. 86	4	P	Cap:t=4
Ind. 89	4	P	Cap:t=4
Ind. 92	4	P	Cap:t=4
Ind. 94	4	P	Cap:t=4
Ind. 102	4	P	Cap:t=4
Ind. 105	4	P	Cap:t=4
Ind. 109	4	P	Cap:t=4
Ind. 113	4	P	Cap:t=4
Ind. 122	4	P	Cap:t=4
Ind. 123	4	P	Cap:t=4
Ind. 133	4	P	Cap:t=4
Ind. 135	4	P	Cap:t=4
Ind. 139	4	P	Cap:t=4
Ind. 147	4	P	Cap:t=4
Ind. 149	4	P	Cap:t=4
Ind. 150	4	P	Cap:t=4
Ind. 152	4	P	Cap:t=4
Ind. 156	4	P	Cap:t=4
Ind. 164	4	P	Cap:t=4
Ind. 175	4	P	Cap:t=4
Ind. 177	4	P	Cap:t=4
Ind. 183	4	P	Cap:t=4
Ind. 4	5	P	Cap:t=5
Ind. 5	5	P	Cap:t=5
Ind. 34	5	P	Cap:t=5
Ind. 35	5	P	Cap:t=5
Ind. 40	5	P	Cap:t=5
Ind. 41	5	P	Cap:t=5
Ind. 44	5	P	Cap:t=5
Ind. 46	5	P	Cap:t=5
Ind. 47	5	P	Cap:t=5
Ind. 50	5	P	Cap:t=5
Ind. 55	5	P	Cap:t=5
Ind. 57	5	P	Cap:t=5
Ind. 58	5	P	Cap:t=5
Ind. 69	5	P	Cap:t=5
Ind. 80	5	P	Cap:t=5
Ind. 81	5	P	Cap:t=5
Ind. 83	5	P	Cap:t=5
Ind. 84	5	P	Cap:t=5
Ind. 88	5	P	Cap:t=5
Ind. 96	5	P	Cap:t=5
Ind. 99	5	P	Cap:t=5
Ind. 105	5	P	Cap:t=5
Ind. 109	5	P	Cap:t=5
Ind. 122	5	P	Cap:t=5
Ind. 123	5	P	Cap:t=5
Ind. 125	5	P	Cap:t=5
Ind. 131	5	P	Cap:t=5
Ind. 138	5	P	Cap:t=5
Ind. 142	5	P	Cap:t=5
Ind. 156	5	P	Cap:t=5
Ind. 162	5	P	Cap:t=5
Ind. 166	5	P	Cap:t=5
Ind. 177	5	P	Cap:t=5
Ind. 179	5	P	Cap:t=5
Ind. 180	5	P	Cap:t=5
Ind. 182	5	P	Cap:t=5
Ind. 188	5	P	Cap:t=5
Ind. 189	5	P	Cap:t=5
Ind. 191	5	P	Cap:t=5
Ind. 193	5	P	Cap:t=5
Ind. 195	5	P	Cap:t=5
Ind. 198	5	P	Cap:t=5
Ind. 199	5	P	Cap:t=5
Ind. 4	6	P	Cap:t=6
Ind. 5	6	P	Cap:t=6
Ind. 6	6	P	Cap:t=6
Ind. 11	6	P	Cap:t=6
Ind. 30	6	P	Cap:t=6
Ind. 47	6	P	Cap:t=6
Ind. 52	6	P	Cap:t=6
Ind. 57	6	P	Cap:t=6
Ind. 58	6	P	Cap:t=6
Ind. 69	6	P	Cap:t=6
Ind. 77	6	P	Cap:t=6
Ind. 80	6	P	Cap:t=6
Ind. 88	6	P	Cap:t=6
Ind. 102	6	P	Cap:t=6
Ind. 105	6	P	Cap:t=6
Ind. 109	6	P	Cap:t=6
Ind. 123	6	P	Cap:t=6
Ind. 149	6	P	Cap:t=6
Ind. 156	6	P	Cap:t=6
Ind. 160	6	P	Cap:t=6
Ind. 161	6	P	Cap:t=6
Ind. 164	6	P	Cap:t=6
Ind. 165	6	P	Cap:t=6
Ind. 169	6	P	Cap:t=6
Ind. 180	6	P	Cap:t=6
Ind. 184	6	P	Cap:t=6
Ind. 186	6	P	Cap:t=6
Ind. 188	6	P	Cap:t=6
Ind. 194	6	P	Cap:t=6
Ind. 196	6	P	Cap:t=6
Ind. 200	6	P	Cap:t=6
Ind. 207	6	P	Cap:t=6
Ind. 212	6	P	Cap:t=6
Ind. 213	6	P	Cap:t=6
Ind. 4	7	P	Cap:t=7
Ind. 11	7	P	Cap:t=7
Ind. 23	7	P	Cap:t=7
Ind. 30	7	P	Cap:t=7
Ind. 40	7	P	Cap:t=7
Ind. 41	7	P	Cap:t=7
Ind. 46	7	P	Cap:t=7
Ind. 60	7	P	Cap:t=7
Ind. 70	7	P	Cap:t=7
Ind. 84	7	P	Cap:t=7
Ind. 86	7	P	Cap:t=7
Ind. 92	7	P	Cap:t=7
Ind. 94	7	P	Cap:t=7
Ind. 96	7	P	Cap:t=7
Ind. 99	7	P	Cap:t=7
Ind. 103	7	P	Cap:t=7
Ind. 105	7	P	Cap:t=7
Ind. 109	7	P	Cap:t=7
Ind. 110	7	P	Cap:t=7
Ind. 113	7	P	Cap:t=7
Ind. 123	7	P	Cap:t=7
Ind. 130	7	P	Cap:t=7
Ind. 131	7	P	Cap:t=7
Ind. 138	7	P	Cap:t=7
Ind. 153	7	P	Cap:t=7
Ind. 160	7	P	Cap:t=7
Ind. 164	7	P	Cap:t=7
Ind. 165	7	P	Cap:t=7
Ind. 178	7	P	Cap:t=7
Ind. 184	7	P	Cap:t=7
Ind. 191	7	P	Cap:t=7
Ind. 192	7	P	Cap:t=7
Ind. 194	7	P	Cap:t=7
Ind. 195	7	P	Cap:t=7
Ind. 196	7	P	Cap:t=7
Ind. 197	7	P	Cap:t=7
Ind. 200	7	P	Cap:t=7
Ind. 206	7	P	Cap:t=7
Ind. 207	7	P	Cap:t=7
Ind. 210	7	P	Cap:t=7
Ind. 214	7	P	Cap:t=7
Ind. 216	7	P	Cap:t=7
Ind. 218	7	P	Cap:t=7
Ind. 223	7	P	Cap:t=7
Ind. 232	7	P	Cap:t=7
Ind. 4	8	P	Cap:t=8
Ind. 14	8	P	Cap:t=8
Ind. 23	8	P	Cap:t=8
Ind. 34	8	P	Cap:t=8
Ind. 41	8	P	Cap:t=8
Ind. 43	8	P	Cap:t=8
Ind. 47	8	P	Cap:t=8
Ind. 63	8	P	Cap:t=8
Ind. 77	8	P	Cap:t=8
Ind. 80	8	P	Cap:t=8
Ind. 84	8	P	Cap:t=8
Ind. 89	8	P	Cap:t=8
Ind. 92	8	P	Cap:t=8
Ind. 99	8	P	Cap:t=8
Ind. 102	8	P	Cap:t=8
Ind. 103	8	P	Cap:t=8
Ind. 105	8	P	Cap:t=8
Ind. 123	8	P	Cap:t=8
Ind. 128	8	P	Cap:t=8
Ind. 138	8	P	Cap:t=8
Ind. 162	8	P	Cap:t=8
Ind. 165	8	P	Cap:t=8
Ind. 178	8	P	Cap:t=8
Ind. 180	8	P	Cap:t=8
Ind. 192	8	P	Cap:t=8
Ind. 196	8	P	Cap:t=8
Ind. 206	8	P	Cap:t=8
Ind. 226	8	P	Cap:t=8
Ind. 230	8	P	Cap:t=8
Ind. 232	8	P	Cap:t=8
Ind. 237	8	P	Cap:t=8
Ind. 238	8	P	Cap:t=8
Ind. 240	8	P	Cap:t=8
Ind. 241	8	P	Cap:t=8
Ind. 245	8	P	Cap:t=8
Ind. 246	8	P	Cap:t=8
Ind. 248	8	P	Cap:t=8
Ind. 251	8	P	Cap:t=8
Ind. 253	8	P	Cap:t=8
Ind. 254	8	P	Cap:t=8
Ind. 34	9	P	Cap:t=9
Ind. 41	9	P	Cap:t=9
Ind. 43	9	P	Cap:t=9
Ind. 67	9	P	Cap:t=9
Ind. 77	9	P	Cap:t=9
Ind. 80	9	P	Cap:t=9
Ind. 84	9	P	Cap:t=9
Ind. 85	9	P	Cap:t=9
Ind. 89	9	P	Cap:t=9
Ind. 92	9	P	Cap:t=9
Ind. 98	9	P	Cap:t=9
Ind. 110	9	P	Cap:t=9
Ind. 113	9	P	Cap:t=9
Ind. 131	9	P	Cap:t=9
Ind. 149	9	P	Cap:t=9
Ind. 153	9	P	Cap:t=9
Ind. 160	9	P	Cap:t=9
Ind. 169	9	P	Cap:t=9
Ind. 178	9	P	Cap:t=9
Ind. 179	9	P	Cap:t=9
Ind. 180	9	P	Cap:t=9
Ind. 196	9	P	Cap:t=9
Ind. 210	9	P	Cap:t=9
Ind. 224	9	P	Cap:t=9
Ind. 226	9	P	Cap:t=9
Ind. 237	9	P	Cap:t=9
Ind. 238	9	P	Cap:t=9
Ind. 240	9	P	Cap:t=9
Ind. 245	9	P	Cap:t=9
Ind. 246	9	P	Cap:t=9
Ind. 247	9	P	Cap:t=9
Ind. 253	9	P	Cap:t=9
Ind. 256	9	P	Cap:t=9
Ind. 262	9	P	Cap:t=9
Ind. 265	9	P	Cap:t=9
Ind. 268	9	P	Cap:t=9
Ind. 269	9	P	Cap:t=9
Ind. 272	9	P	Cap:t=9
Ind. 273	9	P	Cap:t=9
Ind. 52	10	P	Cap:t=10
Ind. 57	10	P	Cap:t=10
Ind. 60	10	P	Cap:t=10
Ind. 67	10	P	Cap:t=10
Ind. 77	10	P	Cap:t=10
Ind. 88	10	P	Cap:t=10
Ind. 89	10	P	Cap:t=10
Ind. 103	10	P	Cap:t=10
Ind. 105	10	P	Cap:t=10
Ind. 107	10	P	Cap:t=10
Ind. 120	10	P	Cap:t=10
Ind. 131	10	P	Cap:t=10
Ind. 135	10	P	Cap:t=10
Ind. 149	10	P	Cap:t=10
Ind. 153	10	P	Cap:t=10
Ind. 180	10	P	Cap:t=10
Ind. 206	10	P	Cap:t=10
Ind. 207	10	P	Cap:t=10
Ind. 230	10	P	Cap:t=10
Ind. 231	10	P	Cap:t=10
Ind. 232	10	P	Cap:t=10
Ind. 238	10	P	Cap:t=10
Ind. 239	10	P	Cap:t=10
Ind. 240	10	P	Cap:t=10
Ind. 247	10	P	Cap:t=10
Ind. 251	10	P	Cap:t=10
Ind. 257	10	P	Cap:t=10
Ind. 262	10	P	Cap:t=10
Ind. 263	10	P	Cap:t=10
Ind. 264	10	P	Cap:t=10
Ind. 268	10	P	Cap:t=10
Ind. 271	10	P	Cap:t=10
Ind. 272	10	P	Cap:t=10
Ind. 277	10	P	Cap:t=10
Ind. 289	10	P	Cap:t=10
Ind. 291	10	P	Cap:t=10
Ind. 293	10	P	Cap:t=10
Ind. 295	10	P	Cap:t=10
Ind. 23	11	P	Cap:t=11
Ind. 50	11	P	Cap:t=11
Ind. 52	11	P	Cap:t=11
Ind. 74	11	P	Cap:t=11
Ind. 89	11	P	Cap:t=11
Ind. 92	11	P	Cap:t=11
Ind. 103	11	P	Cap:t=11
Ind. 113	11	P	Cap:t=11
Ind. 128	11	P	Cap:t=11
Ind. 138	11	P	Cap:t=11
Ind. 160	11	P	Cap:t=11
Ind. 161	11	P	Cap:t=11
Ind. 171	11	P	Cap:t=11
Ind. 180	11	P	Cap:t=11
Ind. 194	11	P	Cap:t=11
Ind. 206	11	P	Cap:t=11
Ind. 208	11	P	Cap:t=11
Ind. 232	11	P	Cap:t=11
Ind. 240	11	P	Cap:t=11
Ind. 247	11	P	Cap:t=11
Ind. 253	11	P	Cap:t=11
Ind. 255	11	P	Cap:t=11
Ind. 257	11	P	Cap:t=11
Ind. 259	11	P	Cap:t=11
Ind. 261	11	P	Cap:t=11
Ind. 263	11	P	Cap:t=11
Ind. 266	11	P	Cap:t=11
Ind. 272	11	P	Cap:t=11
Ind. 274	11	P	Cap:t=11
Ind. 278	11	P	Cap:t=11
Ind. 284	11	P	Cap:t=11
Ind. 289	11	P	Cap:t=11
Ind. 292	11	P	Cap:t=11
Ind. 293	11	P	Cap:t=11
Ind. 294	11	P	Cap:t=11
Ind. 296	11	P	Cap:t=11
Ind. 298	11	P	Cap:t=11
Ind. 303	11	P	Cap:t=11
Ind. 311	11	P	Cap:t=11
Ind. 313	11	P	Cap:t=11
Ind. 315	11	P	Cap:t=11
Ind. 316	11	P	Cap:t=11
Ind. 317	11	P	Cap:t=11
Ind. 50	12	P	Cap:t=12
Ind. 58	12	P	Cap:t=12
Ind. 74	12	P	Cap:t=12
Ind. 107	12	P	Cap:t=12
Ind. 113	12	P	Cap:t=12
Ind. 120	12	P	Cap:t=12
Ind. 123	12	P	Cap:t=12
Ind. 130	12	P	Cap:t=12
Ind. 131	12	P	Cap:t=12
Ind. 138	12	P	Cap:t=12
Ind. 149	12	P	Cap:t=12
Ind. 153	12	P	Cap:t=12
Ind. 160	12	P	Cap:t=12
Ind. 162	12	P	Cap:t=12
Ind. 169	12	P	Cap:t=12
Ind. 171	12	P	Cap:t=12
Ind. 180	12	P	Cap:t=12
Ind. 193	12	P	Cap:t=12
Ind. 194	12	P	Cap:t=12
Ind. 234	12	P	Cap:t=12
Ind. 239	12	P	Cap:t=12
Ind. 257	12	P	Cap:t=12
Ind. 259	12	P	Cap:t=12
Ind. 261	12	P	Cap:t=12
Ind. 262	12	P	Cap:t=12
Ind. 263	12	P	Cap:t=12
Ind. 274	12	P	Cap:t=12
Ind. 287	12	P	Cap:t=12
Ind. 291	12	P	Cap:t=12
Ind. 299	12	P	Cap:t=12
Ind. 305	12	P	Cap:t=12
Ind. 313	12	P	Cap:t=12
Ind. 314	12	P	Cap:t=12
Ind. 318	12	P	Cap:t=12
Ind. 320	12	P	Cap:t=12
Ind. 321	12	P	Cap:t=12
Ind. 325	12	P	Cap:t=12
Ind. 327	12	P	Cap:t=12
Ind. 332	12	P	Cap:t=12
Ind. 333	12	P	Cap:t=12
Ind. 50	13	P	Cap:t=13
Ind. 60	13	P	Cap:t=13
Ind. 67	13	P	Cap:t=13
Ind. 74	13	P	Cap:t=13
Ind. 89	13	P	Cap:t=13
Ind. 102	13	P	Cap:t=13
Ind. 105	13	P	Cap:t=13
Ind. 107	13	P	Cap:t=13
Ind. 130	13	P	Cap:t=13
Ind. 149	13	P	Cap:t=13
Ind. 192	13	P	Cap:t=13
Ind. 208	13	P	Cap:t=13
Ind. 226	13	P	Cap:t=13
Ind. 230	13	P	Cap:t=13
Ind. 239	13	P	Cap:t=13
Ind. 253	13	P	Cap:t=13
Ind. 257	13	P	Cap:t=13
Ind. 259	13	P	Cap:t=13
Ind. 261	13	P	Cap:t=13
Ind. 282	13	P	Cap:t=13
Ind. 284	13	P	Cap:t=13
Ind. 286	13	P	Cap:t=13
Ind. 287	13	P	Cap:t=13
Ind. 289	13	P	Cap:t=13
Ind. 297	13	P	Cap:t=13
Ind. 304	13	P	Cap:t=13
Ind. 308	13	P	Cap:t=13
Ind. 316	13	P	Cap:t=13
Ind. 318	13	P	Cap:t=13
Ind. 320	13	P	Cap:t=13
Ind. 325	13	P	Cap:t=13
Ind. 326	13	P	Cap:t=13
Ind. 332	13	P	Cap:t=13
Ind. 337	13	P	Cap:t=13
Ind. 339	13	P	Cap:t=13
Ind. 345	13	P	Cap:t=13
Ind. 346	13	P	Cap:t=13
Ind. 347	13	P	Cap:t=13
Ind. 348	13	P	Cap:t=13
Ind. 350	13	P	Cap:t=13
Ind. 351	13	P	Cap:t=13
Ind. 50	14	P	Cap:t=14
Ind. 58	14	P	Cap:t=14
Ind. 67	14	P	Cap:t=14
Ind. 74	14	P	Cap:t=14
Ind. 88	14	P	Cap:t=14
Ind. 105	14	P	Cap:t=14
Ind. 107	14	P	Cap:t=14
Ind. 113	14	P	Cap:t=14
Ind. 123	14	P	Cap:t=14
Ind. 130	14	P	Cap:t=14
Ind. 162	14	P	Cap:t=14
Ind. 171	14	P	Cap:t=14
Ind. 179	14	P	Cap:t=14
Ind. 193	14	P	Cap:t=14
Ind. 206	14	P	Cap:t=14
Ind. 226	14	P	Cap:t=14
Ind. 256	14	P	Cap:t=14
Ind. 262	14	P	Cap:t=14
Ind. 271	14	P	Cap:t=14
Ind. 284	14	P	Cap:t=14
Ind. 286	14	P	Cap:t=14
Ind. 287	14	P	Cap:t=14
Ind. 289	14	P	Cap:t=14
Ind. 292	14	P	Cap:t=14
Ind. 297	14	P	Cap:t=14
Ind. 299	14	P	Cap:t=14
Ind. 301	14	P	Cap:t=14
Ind. 304	14	P	Cap:t=14
Ind. 317	14	P	Cap:t=14
Ind. 319	14	P	Cap:t=14
Ind. 326	14	P	Cap:t=14
Ind. 334	14	P	Cap:t=14
Ind. 338	14	P	Cap:t=14
Ind. 339	14	P	Cap:t=14
Ind. 348	14	P	Cap:t=14
Ind. 350	14	P	Cap:t=14
Ind. 352	14	P	Cap:t=14
Ind. 357	14	P	Cap:t=14
Ind. 361	14	P	Cap:t=14
Ind. 362	14	P	Cap:t=14
Ind. 368	14	P	Cap:t=14
Ind. 370	14	P	Cap:t=14
Ind. 47	15	P	Cap:t=15
Ind. 58	15	P	Cap:t=15
Ind. 107	15	P	Cap:t=15
Ind. 128	15	P	Cap:t=15
Ind. 138	15	P	Cap:t=15
Ind. 171	15	P	Cap:t=15
Ind. 179	15	P	Cap:t=15
Ind. 193	15	P	Cap:t=15
Ind. 199	15	P	Cap:t=15
Ind. 208	15	P	Cap:t=15
Ind. 274	15	P	Cap:t=15
Ind. 282	15	P	Cap:t=15
Ind. 283	15	P	Cap:t=15
Ind. 294	15	P	Cap:t=15
Ind. 299	15	P	Cap:t=15
Ind. 307	15	P	Cap:t=15
Ind. 314	15	P	Cap:t=15
Ind. 340	15	P	Cap:t=15
Ind. 343	15	P	Cap:t=15
Ind. 348	15	P	Cap:t=15
Ind. 356	15	P	Cap:t=15
Ind. 361	15	P	Cap:t=15
Ind. 370	15	P	Cap:t=15
Ind. 374	15	P	Cap:t=15
Ind. 380	15	P	Cap:t=15
Ind. 382	15	P	Cap:t=15
Ind. 383	15	P	Cap:t=15
Ind. 384	15	P	Cap:t=15
Ind. 385	15	P	Cap:t=15
Ind. 388	15	P	Cap:t=15
Ind. 390	15	P	Cap:t=15
Ind. 397	15	P	Cap:t=15
Ind. 58	16	P	Cap:t=16
Ind. 60	16	P	Cap:t=16
Ind. 88	16	P	Cap:t=16
Ind. 107	16	P	Cap:t=16
Ind. 130	16	P	Cap:t=16
Ind. 199	16	P	Cap:t=16
Ind. 250	16	P	Cap:t=16
Ind. 256	16	P	Cap:t=16
Ind. 257	16	P	Cap:t=16
Ind. 259	16	P	Cap:t=16
Ind. 262	16	P	Cap:t=16
Ind. 283	16	P	Cap:t=16
Ind. 287	16	P	Cap:t=16
Ind. 299	16	P	Cap:t=16
Ind. 308	16	P	Cap:t=16
Ind. 318	16	P	Cap:t=16
Ind. 319	16	P	Cap:t=16
Ind. 321	16	P	Cap:t=16
Ind. 323	16	P	Cap:t=16
Ind. 326	16	P	Cap:t=16
Ind. 333	16	P	Cap:t=16
Ind. 340	16	P	Cap:t=16
Ind. 346	16	P	Cap:t=16
Ind. 348	16	P	Cap:t=16
Ind. 356	16	P	Cap:t=16
Ind. 366	16	P	Cap:t=16
Ind. 375	16	P	Cap:t=16
Ind. 383	16	P	Cap:t=16
Ind. 387	16	P	Cap:t=16
Ind. 392	16	P	Cap:t=16
Ind. 394	16	P	Cap:t=16
Ind. 400	16	P	Cap:t=16
Ind. 408	16	P	Cap:t=16
Ind. 409	16	P	Cap:t=16
Ind. 410	16	P	Cap:t=16
Ind. 411	16	P	Cap:t=16
Ind. 414	16	P	Cap:t=16
Ind. 417	16	P	Cap:t=16
Ind. 418	16	P	Cap:t=16
Ind. 420	16	P	Cap:t=16
Ind. 423	16	P	Cap:t=16
Ind. 424	16	P	Cap:t=16
Ind. 426	16	P	Cap:t=16
Ind. 226	17	P	Cap:t=17
Ind. 233	17	P	Cap:t=17
Ind. 239	17	P	Cap:t=17
Ind. 256	17	P	Cap:t=17
Ind. 259	17	P	Cap:t=17
Ind. 274	17	P	Cap:t=17
Ind. 294	17	P	Cap:t=17
Ind. 301	17	P	Cap:t=17
Ind. 308	17	P	Cap:t=17
Ind. 318	17	P	Cap:t=17
Ind. 321	17	P	Cap:t=17
Ind. 326	17	P	Cap:t=17
Ind. 333	17	P	Cap:t=17
Ind. 334	17	P	Cap:t=17
Ind. 338	17	P	Cap:t=17
Ind. 340	17	P	Cap:t=17
Ind. 344	17	P	Cap:t=17
Ind. 348	17	P	Cap:t=17
Ind. 370	17	P	Cap:t=17
Ind. 374	17	P	Cap:t=17
Ind. 375	17	P	Cap:t=17
Ind. 392	17	P	Cap:t=17
Ind. 394	17	P	Cap:t=17
Ind. 395	17	P	Cap:t=17
Ind. 401	17	P	Cap:t=17
Ind. 408	17	P	Cap:t=17
Ind. 410	17	P	Cap:t=17
Ind. 411	17	P	Cap:t=17
Ind. 412	17	P	Cap:t=17
Ind. 425	17	P	Cap:t=17
Ind. 426	17	P	Cap:t=17
Ind. 428	17	P	Cap:t=17
Ind. 431	17	P	Cap:t=17
Ind. 435	17	P	Cap:t=17
Ind. 436	17	P	Cap:t=17
Ind. 438	17	P	Cap:t=17
Ind. 47	18	P	Cap:t=18
Ind. 58	18	P	Cap:t=18
Ind. 88	18	P	Cap:t=18
Ind. 105	18	P	Cap:t=18
Ind. 128	18	P	Cap:t=18
Ind. 192	18	P	Cap:t=18
Ind. 230	18	P	Cap:t=18
Ind. 256	18	P	Cap:t=18
Ind. 287	18	P	Cap:t=18
Ind. 294	18	P	Cap:t=18
Ind. 297	18	P	Cap:t=18
Ind. 314	18	P	Cap:t=18
Ind. 318	18	P	Cap:t=18
Ind. 321	18	P	Cap:t=18
Ind. 323	18	P	Cap:t=18
Ind. 326	18	P	Cap:t=18
Ind. 331	18	P	Cap:t=18
Ind. 333	18	P	Cap:t=18
Ind. 334	18	P	Cap:t=18
Ind. 356	18	P	Cap:t=18
Ind. 366	18	P	Cap:t=18
Ind. 370	18	P	Cap:t=18
Ind. 393	18	P	Cap:t=18
Ind. 395	18	P	Cap:t=18
Ind. 404	18	P	Cap:t=18
Ind. 407	18	P	Cap:t=18
Ind. 409	18	P	Cap:t=18
Ind. 410	18	P	Cap:t=18
Ind. 411	18	P	Cap:t=18
Ind. 418	18	P	Cap:t=18
Ind. 419	18	P	Cap:t=18
