"ID","t","Age"
"Sim-Animal-Ind-197",60,"A10+"
"Sim-Animal-Ind-197",70,"!"
"Sim-Animal-Ind-197",80,"!"
"Sim-Animal-Ind-197",90,"!"
"Sim-Animal-Ind-197",100,"!"
"Sim-Animal-Ind-198",10,"!"
"Sim-Animal-Ind-198",20,"!"
"Sim-Animal-Ind-198",30,"!"
"Sim-Animal-Ind-198",40,"!"
"Sim-Animal-Ind-198",50,"A4"
"Sim-Animal-Ind-198",60,"!"
"Sim-Animal-Ind-198",70,"!"
"Sim-Animal-Ind-198",80,"!"
"Sim-Animal-Ind-198",90,"!"
"Sim-Animal-Ind-198",100,"!"
"Sim-Animal-Ind-199",10,"!"
"Sim-Animal-Ind-199",20,"!"
"Sim-Animal-Ind-199",30,"!"
"Sim-Animal-Ind-199",40,"!"
"Sim-Animal-Ind-199",50,"A4"
"Sim-Animal-Ind-199",60,"A10+"
"Sim-Animal-Ind-199",70,"A10+"
"Sim-Animal-Ind-199",80,"!"
"Sim-Animal-Ind-199",90,"!"
"Sim-Animal-Ind-199",100,"!"
"Sim-Animal-Ind-200",10,"!"
"Sim-Animal-Ind-200",20,"!"
"Sim-Animal-Ind-200",30,"!"
"Sim-Animal-Ind-200",40,"!"
"Sim-Animal-Ind-200",50,"A4"
"Sim-Animal-Ind-200",60,"A10+"
"Sim-Animal-Ind-200",70,"!"
"Sim-Animal-Ind-200",80,"!"
"Sim-Animal-Ind-200",90,"!"
"Sim-Animal-Ind-200",100,"!"
"Sim-Animal-Ind-201",10,"!"
"Sim-Animal-Ind-201",20,"!"
"Sim-Animal-Ind-201",30,"!"
"Sim-Animal-Ind-201",40,"!"
"Sim-Animal-Ind-201",50,"!"
"Sim-Animal-Ind-201",60,"!"
"Sim-Animal-Ind-201",70,"!"
"Sim-Animal-Ind-201",80,"!"
"Sim-Animal-Ind-201",90,"!"
"Sim-Animal-Ind-201",100,"!"
"Sim-Animal-Ind-202",10,"!"
"Sim-Animal-Ind-202",20,"!"
"Sim-Animal-Ind-202",30,"!"
"Sim-Animal-Ind-202",40,"!"
"Sim-Animal-Ind-202",50,"A4"
"Sim-Animal-Ind-202",60,"A10+"
"Sim-Animal-Ind-202",70,"A10+"
"Sim-Animal-Ind-202",80,"A10+"
"Sim-Animal-Ind-202",90,"!"
"Sim-Animal-Ind-202",100,"!"
"Sim-Animal-Ind-203",10,"!"
"Sim-Animal-Ind-203",20,"!"
"Sim-Animal-Ind-203",30,"!"
"Sim-Animal-Ind-203",40,"!"
"Sim-Animal-Ind-203",50,"A4"
"Sim-Animal-Ind-203",60,"A10+"
"Sim-Animal-Ind-203",70,"A10+"
"Sim-Animal-Ind-203",80,"!"
"Sim-Animal-Ind-203",90,"!"
"Sim-Animal-Ind-203",100,"!"
"Sim-Animal-Ind-204",10,"!"
"Sim-Animal-Ind-204",20,"!"
"Sim-Animal-Ind-204",30,"!"
"Sim-Animal-Ind-204",40,"!"
"Sim-Animal-Ind-204",50,"!"
"Sim-Animal-Ind-204",60,"!"
"Sim-Animal-Ind-204",70,"!"
"Sim-Animal-Ind-204",80,"!"
"Sim-Animal-Ind-204",90,"!"
"Sim-Animal-Ind-204",100,"!"
"Sim-Animal-Ind-205",10,"!"
"Sim-Animal-Ind-205",20,"!"
"Sim-Animal-Ind-205",30,"!"
"Sim-Animal-Ind-205",40,"!"
"Sim-Animal-Ind-205",50,"A4"
"Sim-Animal-Ind-205",60,"A10+"
"Sim-Animal-Ind-205",70,"!"
"Sim-Animal-Ind-205",80,"!"
"Sim-Animal-Ind-205",90,"!"
"Sim-Animal-Ind-205",100,"!"
"Sim-Animal-Ind-206",10,"!"
"Sim-Animal-Ind-206",20,"!"
"Sim-Animal-Ind-206",30,"!"
"Sim-Animal-Ind-206",40,"!"
"Sim-Animal-Ind-206",50,"!"
"Sim-Animal-Ind-206",60,"!"
"Sim-Animal-Ind-206",70,"!"
"Sim-Animal-Ind-206",80,"!"
"Sim-Animal-Ind-206",90,"!"
"Sim-Animal-Ind-206",100,"!"
"Sim-Animal-Ind-207",10,"!"
"Sim-Animal-Ind-207",20,"!"
"Sim-Animal-Ind-207",30,"!"
"Sim-Animal-Ind-207",40,"!"
"Sim-Animal-Ind-207",50,"A4"
"Sim-Animal-Ind-207",60,"A10+"
"Sim-Animal-Ind-207",70,"A10+"
"Sim-Animal-Ind-207",80,"A10+"
"Sim-Animal-Ind-207",90,"A10+"
"Sim-Animal-Ind-207",100,"A10+"
"Sim-Animal-Ind-208",10,"!"
"Sim-Animal-Ind-208",20,"!"
"Sim-Animal-Ind-208",30,"!"
"Sim-Animal-Ind-208",40,"!"
"Sim-Animal-Ind-208",50,"A4"
"Sim-Animal-Ind-208",60,"A10+"
"Sim-Animal-Ind-208",70,"A10+"
"Sim-Animal-Ind-208",80,"A10+"
"Sim-Animal-Ind-208",90,"!"
"Sim-Animal-Ind-208",100,"!"
"Sim-Animal-Ind-209",10,"!"
"Sim-Animal-Ind-209",20,"!"
"Sim-Animal-Ind-209",30,"!"
"Sim-Animal-Ind-209",40,"!"
"Sim-Animal-Ind-209",50,"!"
"Sim-Animal-Ind-209",60,"!"
"Sim-Animal-Ind-209",70,"!"
"Sim-Animal-Ind-209",80,"!"
"Sim-Animal-Ind-209",90,"!"
"Sim-Animal-Ind-209",100,"!"
"Sim-Animal-Ind-210",10,"!"
"Sim-Animal-Ind-210",20,"!"
"Sim-Animal-Ind-210",30,"!"
"Sim-Animal-Ind-210",40,"!"
"Sim-Animal-Ind-210",50,"A4"
"Sim-Animal-Ind-210",60,"A10+"
"Sim-Animal-Ind-210",70,"A10+"
"Sim-Animal-Ind-210",80,"!"
"Sim-Animal-Ind-210",90,"!"
"Sim-Animal-Ind-210",100,"!"
"Sim-Animal-Ind-211",10,"!"
"Sim-Animal-Ind-211",20,"!"
"Sim-Animal-Ind-211",30,"!"
"Sim-Animal-Ind-211",40,"!"
"Sim-Animal-Ind-211",50,"A4"
"Sim-Animal-Ind-211",60,"!"
"Sim-Animal-Ind-211",70,"!"
"Sim-Animal-Ind-211",80,"!"
"Sim-Animal-Ind-211",90,"!"
"Sim-Animal-Ind-211",100,"!"
"Sim-Animal-Ind-212",10,"!"
"Sim-Animal-Ind-212",20,"!"
"Sim-Animal-Ind-212",30,"!"
"Sim-Animal-Ind-212",40,"!"
"Sim-Animal-Ind-212",50,"A4"
"Sim-Animal-Ind-212",60,"!"
"Sim-Animal-Ind-212",70,"!"
"Sim-Animal-Ind-212",80,"!"
"Sim-Animal-Ind-212",90,"!"
"Sim-Animal-Ind-212",100,"!"
"Sim-Animal-Ind-213",10,"!"
"Sim-Animal-Ind-213",20,"!"
"Sim-Animal-Ind-213",30,"!"
"Sim-Animal-Ind-213",40,"!"
"Sim-Animal-Ind-213",50,"A4"
"Sim-Animal-Ind-213",60,"!"
"Sim-Animal-Ind-213",70,"!"
"Sim-Animal-Ind-213",80,"!"
"Sim-Animal-Ind-213",90,"!"
"Sim-Animal-Ind-213",100,"!"
"Sim-Animal-Ind-214",10,"!"
"Sim-Animal-Ind-214",20,"!"
"Sim-Animal-Ind-214",30,"!"
"Sim-Animal-Ind-214",40,"!"
"Sim-Animal-Ind-214",50,"A4"
"Sim-Animal-Ind-214",60,"A10+"
"Sim-Animal-Ind-214",70,"A10+"
"Sim-Animal-Ind-214",80,"A10+"
"Sim-Animal-Ind-214",90,"A10+"
"Sim-Animal-Ind-214",100,"!"
"Sim-Animal-Ind-215",10,"!"
"Sim-Animal-Ind-215",20,"!"
"Sim-Animal-Ind-215",30,"!"
"Sim-Animal-Ind-215",40,"!"
"Sim-Animal-Ind-215",50,"A4"
"Sim-Animal-Ind-215",60,"A10+"
"Sim-Animal-Ind-215",70,"A10+"
"Sim-Animal-Ind-215",80,"A10+"
"Sim-Animal-Ind-215",90,"!"
"Sim-Animal-Ind-215",100,"!"
"Sim-Animal-Ind-216",10,"!"
"Sim-Animal-Ind-216",20,"!"
"Sim-Animal-Ind-216",30,"!"
"Sim-Animal-Ind-216",40,"!"
"Sim-Animal-Ind-216",50,"A4"
"Sim-Animal-Ind-216",60,"A10+"
"Sim-Animal-Ind-216",70,"A10+"
"Sim-Animal-Ind-216",80,"A10+"
"Sim-Animal-Ind-216",90,"A10+"
"Sim-Animal-Ind-216",100,"A10+"
"Sim-Animal-Ind-217",10,"!"
"Sim-Animal-Ind-217",20,"!"
"Sim-Animal-Ind-217",30,"!"
"Sim-Animal-Ind-217",40,"!"
"Sim-Animal-Ind-217",50,"A4"
"Sim-Animal-Ind-217",60,"A10+"
"Sim-Animal-Ind-217",70,"!"
"Sim-Animal-Ind-217",80,"!"
"Sim-Animal-Ind-217",90,"!"
"Sim-Animal-Ind-217",100,"!"
"Sim-Animal-Ind-218",10,"!"
"Sim-Animal-Ind-218",20,"!"
"Sim-Animal-Ind-218",30,"!"
"Sim-Animal-Ind-218",40,"!"
"Sim-Animal-Ind-218",50,"A4"
"Sim-Animal-Ind-218",60,"A10+"
"Sim-Animal-Ind-218",70,"A10+"
"Sim-Animal-Ind-218",80,"!"
"Sim-Animal-Ind-218",90,"!"
"Sim-Animal-Ind-218",100,"!"
"Sim-Animal-Ind-219",10,"!"
"Sim-Animal-Ind-219",20,"!"
"Sim-Animal-Ind-219",30,"!"
"Sim-Animal-Ind-219",40,"!"
"Sim-Animal-Ind-219",50,"A4"
"Sim-Animal-Ind-219",60,"!"
"Sim-Animal-Ind-219",70,"!"
"Sim-Animal-Ind-219",80,"!"
"Sim-Animal-Ind-219",90,"!"
"Sim-Animal-Ind-219",100,"!"
"Sim-Animal-Ind-220",10,"!"
"Sim-Animal-Ind-220",20,"!"
"Sim-Animal-Ind-220",30,"!"
"Sim-Animal-Ind-220",40,"!"
"Sim-Animal-Ind-220",50,"!"
"Sim-Animal-Ind-220",60,"!"
"Sim-Animal-Ind-220",70,"!"
"Sim-Animal-Ind-220",80,"!"
"Sim-Animal-Ind-220",90,"!"
"Sim-Animal-Ind-220",100,"!"
"Sim-Animal-Ind-221",10,"!"
"Sim-Animal-Ind-221",20,"!"
"Sim-Animal-Ind-221",30,"!"
"Sim-Animal-Ind-221",40,"!"
"Sim-Animal-Ind-221",50,"A4"
"Sim-Animal-Ind-221",60,"!"
"Sim-Animal-Ind-221",70,"!"
"Sim-Animal-Ind-221",80,"!"
"Sim-Animal-Ind-221",90,"!"
"Sim-Animal-Ind-221",100,"!"
"Sim-Animal-Ind-222",10,"!"
"Sim-Animal-Ind-222",20,"!"
"Sim-Animal-Ind-222",30,"!"
"Sim-Animal-Ind-222",40,"!"
"Sim-Animal-Ind-222",50,"A4"
"Sim-Animal-Ind-222",60,"A10+"
"Sim-Animal-Ind-222",70,"!"
"Sim-Animal-Ind-222",80,"!"
"Sim-Animal-Ind-222",90,"!"
"Sim-Animal-Ind-222",100,"!"
"Sim-Animal-Ind-223",10,"!"
"Sim-Animal-Ind-223",20,"!"
"Sim-Animal-Ind-223",30,"!"
"Sim-Animal-Ind-223",40,"!"
"Sim-Animal-Ind-223",50,"A4"
"Sim-Animal-Ind-223",60,"A10+"
"Sim-Animal-Ind-223",70,"A10+"
"Sim-Animal-Ind-223",80,"!"
"Sim-Animal-Ind-223",90,"!"
"Sim-Animal-Ind-223",100,"!"
"Sim-Animal-Ind-224",10,"!"
"Sim-Animal-Ind-224",20,"!"
"Sim-Animal-Ind-224",30,"!"
"Sim-Animal-Ind-224",40,"!"
"Sim-Animal-Ind-224",50,"!"
"Sim-Animal-Ind-224",60,"!"
"Sim-Animal-Ind-224",70,"!"
"Sim-Animal-Ind-224",80,"!"
"Sim-Animal-Ind-224",90,"!"
"Sim-Animal-Ind-224",100,"!"
"Sim-Animal-Ind-225",10,"!"
"Sim-Animal-Ind-225",20,"!"
"Sim-Animal-Ind-225",30,"!"
"Sim-Animal-Ind-225",40,"!"
"Sim-Animal-Ind-225",50,"A4"
"Sim-Animal-Ind-225",60,"A10+"
"Sim-Animal-Ind-225",70,"!"
"Sim-Animal-Ind-225",80,"!"
"Sim-Animal-Ind-225",90,"!"
"Sim-Animal-Ind-225",100,"!"
"Sim-Animal-Ind-226",10,"!"
"Sim-Animal-Ind-226",20,"!"
"Sim-Animal-Ind-226",30,"!"
"Sim-Animal-Ind-226",40,"!"
"Sim-Animal-Ind-226",50,"A4"
"Sim-Animal-Ind-226",60,"!"
"Sim-Animal-Ind-226",70,"!"
"Sim-Animal-Ind-226",80,"!"
"Sim-Animal-Ind-226",90,"!"
"Sim-Animal-Ind-226",100,"!"
"Sim-Animal-Ind-227",10,"!"
"Sim-Animal-Ind-227",20,"!"
"Sim-Animal-Ind-227",30,"!"
"Sim-Animal-Ind-227",40,"!"
"Sim-Animal-Ind-227",50,"A4"
"Sim-Animal-Ind-227",60,"A10+"
"Sim-Animal-Ind-227",70,"!"
"Sim-Animal-Ind-227",80,"!"
"Sim-Animal-Ind-227",90,"!"
"Sim-Animal-Ind-227",100,"!"
"Sim-Animal-Ind-228",10,"!"
"Sim-Animal-Ind-228",20,"!"
"Sim-Animal-Ind-228",30,"!"
"Sim-Animal-Ind-228",40,"!"
"Sim-Animal-Ind-228",50,"A4"
"Sim-Animal-Ind-228",60,"A10+"
"Sim-Animal-Ind-228",70,"A10+"
"Sim-Animal-Ind-228",80,"!"
"Sim-Animal-Ind-228",90,"!"
"Sim-Animal-Ind-228",100,"!"
"Sim-Animal-Ind-229",10,"!"
"Sim-Animal-Ind-229",20,"!"
"Sim-Animal-Ind-229",30,"!"
"Sim-Animal-Ind-229",40,"!"
"Sim-Animal-Ind-229",50,"A4"
"Sim-Animal-Ind-229",60,"A10+"
"Sim-Animal-Ind-229",70,"A10+"
"Sim-Animal-Ind-229",80,"!"
"Sim-Animal-Ind-229",90,"!"
"Sim-Animal-Ind-229",100,"!"
"Sim-Animal-Ind-230",10,"!"
"Sim-Animal-Ind-230",20,"!"
"Sim-Animal-Ind-230",30,"!"
"Sim-Animal-Ind-230",40,"!"
"Sim-Animal-Ind-230",50,"A4"
"Sim-Animal-Ind-230",60,"A10+"
"Sim-Animal-Ind-230",70,"A10+"
"Sim-Animal-Ind-230",80,"A10+"
"Sim-Animal-Ind-230",90,"A10+"
"Sim-Animal-Ind-230",100,"!"
"Sim-Animal-Ind-231",10,"!"
"Sim-Animal-Ind-231",20,"!"
"Sim-Animal-Ind-231",30,"!"
"Sim-Animal-Ind-231",40,"!"
"Sim-Animal-Ind-231",50,"!"
"Sim-Animal-Ind-231",60,"!"
"Sim-Animal-Ind-231",70,"!"
"Sim-Animal-Ind-231",80,"!"
"Sim-Animal-Ind-231",90,"!"
"Sim-Animal-Ind-231",100,"!"
"Sim-Animal-Ind-232",10,"!"
"Sim-Animal-Ind-232",20,"!"
"Sim-Animal-Ind-232",30,"!"
"Sim-Animal-Ind-232",40,"!"
"Sim-Animal-Ind-232",50,"A4"
"Sim-Animal-Ind-232",60,"A10+"
"Sim-Animal-Ind-232",70,"!"
"Sim-Animal-Ind-232",80,"!"
"Sim-Animal-Ind-232",90,"!"
"Sim-Animal-Ind-232",100,"!"
"Sim-Animal-Ind-233",10,"!"
"Sim-Animal-Ind-233",20,"!"
"Sim-Animal-Ind-233",30,"!"
"Sim-Animal-Ind-233",40,"!"
"Sim-Animal-Ind-233",50,"A4"
"Sim-Animal-Ind-233",60,"A10+"
"Sim-Animal-Ind-233",70,"!"
"Sim-Animal-Ind-233",80,"!"
"Sim-Animal-Ind-233",90,"!"
"Sim-Animal-Ind-233",100,"!"
"Sim-Animal-Ind-234",10,"!"
"Sim-Animal-Ind-234",20,"!"
"Sim-Animal-Ind-234",30,"!"
"Sim-Animal-Ind-234",40,"!"
"Sim-Animal-Ind-234",50,"!"
"Sim-Animal-Ind-234",60,"!"
"Sim-Animal-Ind-234",70,"!"
"Sim-Animal-Ind-234",80,"!"
"Sim-Animal-Ind-234",90,"!"
"Sim-Animal-Ind-234",100,"!"
"Sim-Animal-Ind-235",10,"!"
"Sim-Animal-Ind-235",20,"!"
"Sim-Animal-Ind-235",30,"!"
"Sim-Animal-Ind-235",40,"!"
"Sim-Animal-Ind-235",50,"A4"
"Sim-Animal-Ind-235",60,"A10+"
"Sim-Animal-Ind-235",70,"!"
"Sim-Animal-Ind-235",80,"!"
"Sim-Animal-Ind-235",90,"!"
"Sim-Animal-Ind-235",100,"!"
"Sim-Animal-Ind-236",10,"!"
"Sim-Animal-Ind-236",20,"!"
"Sim-Animal-Ind-236",30,"!"
"Sim-Animal-Ind-236",40,"!"
"Sim-Animal-Ind-236",50,"A1"
"Sim-Animal-Ind-236",60,"A10+"
"Sim-Animal-Ind-236",70,"A10+"
"Sim-Animal-Ind-236",80,"A10+"
"Sim-Animal-Ind-236",90,"!"
"Sim-Animal-Ind-236",100,"!"
"Sim-Animal-Ind-237",10,"!"
"Sim-Animal-Ind-237",20,"!"
"Sim-Animal-Ind-237",30,"!"
"Sim-Animal-Ind-237",40,"!"
"Sim-Animal-Ind-237",50,"!"
"Sim-Animal-Ind-237",60,"!"
"Sim-Animal-Ind-237",70,"!"
"Sim-Animal-Ind-237",80,"!"
"Sim-Animal-Ind-237",90,"!"
"Sim-Animal-Ind-237",100,"!"
"Sim-Animal-Ind-238",10,"!"
"Sim-Animal-Ind-238",20,"!"
"Sim-Animal-Ind-238",30,"!"
"Sim-Animal-Ind-238",40,"!"
"Sim-Animal-Ind-238",50,"A1"
"Sim-Animal-Ind-238",60,"A10+"
"Sim-Animal-Ind-238",70,"!"
"Sim-Animal-Ind-238",80,"!"
"Sim-Animal-Ind-238",90,"!"
"Sim-Animal-Ind-238",100,"!"
"Sim-Animal-Ind-239",10,"!"
"Sim-Animal-Ind-239",20,"!"
"Sim-Animal-Ind-239",30,"!"
"Sim-Animal-Ind-239",40,"!"
"Sim-Animal-Ind-239",50,"A1"
"Sim-Animal-Ind-239",60,"A10+"
"Sim-Animal-Ind-239",70,"A10+"
"Sim-Animal-Ind-239",80,"A10+"
"Sim-Animal-Ind-239",90,"A10+"
"Sim-Animal-Ind-239",100,"!"
"Sim-Animal-Ind-240",10,"!"
"Sim-Animal-Ind-240",20,"!"
"Sim-Animal-Ind-240",30,"!"
"Sim-Animal-Ind-240",40,"!"
"Sim-Animal-Ind-240",50,"A1"
"Sim-Animal-Ind-240",60,"A10+"
"Sim-Animal-Ind-240",70,"!"
"Sim-Animal-Ind-240",80,"!"
"Sim-Animal-Ind-240",90,"!"
"Sim-Animal-Ind-240",100,"!"
"Sim-Animal-Ind-241",10,"!"
"Sim-Animal-Ind-241",20,"!"
"Sim-Animal-Ind-241",30,"!"
"Sim-Animal-Ind-241",40,"!"
"Sim-Animal-Ind-241",50,"A1"
"Sim-Animal-Ind-241",60,"!"
"Sim-Animal-Ind-241",70,"!"
"Sim-Animal-Ind-241",80,"!"
"Sim-Animal-Ind-241",90,"!"
"Sim-Animal-Ind-241",100,"!"
"Sim-Animal-Ind-242",10,"!"
"Sim-Animal-Ind-242",20,"!"
"Sim-Animal-Ind-242",30,"!"
"Sim-Animal-Ind-242",40,"!"
"Sim-Animal-Ind-242",50,"!"
"Sim-Animal-Ind-242",60,"!"
"Sim-Animal-Ind-242",70,"!"
"Sim-Animal-Ind-242",80,"!"
"Sim-Animal-Ind-242",90,"!"
"Sim-Animal-Ind-242",100,"!"
"Sim-Animal-Ind-243",10,"!"
"Sim-Animal-Ind-243",20,"!"
"Sim-Animal-Ind-243",30,"!"
"Sim-Animal-Ind-243",40,"!"
"Sim-Animal-Ind-243",50,"A1"
"Sim-Animal-Ind-243",60,"A10+"
"Sim-Animal-Ind-243",70,"A10+"
"Sim-Animal-Ind-243",80,"!"
"Sim-Animal-Ind-243",90,"!"
"Sim-Animal-Ind-243",100,"!"
"Sim-Animal-Ind-244",10,"!"
"Sim-Animal-Ind-244",20,"!"
"Sim-Animal-Ind-244",30,"!"
"Sim-Animal-Ind-244",40,"!"
"Sim-Animal-Ind-244",50,"A1"
"Sim-Animal-Ind-244",60,"A10+"
"Sim-Animal-Ind-244",70,"A10+"
"Sim-Animal-Ind-244",80,"!"
"Sim-Animal-Ind-244",90,"!"
"Sim-Animal-Ind-244",100,"!"
"Sim-Animal-Ind-245",10,"!"
"Sim-Animal-Ind-245",20,"!"
"Sim-Animal-Ind-245",30,"!"
"Sim-Animal-Ind-245",40,"!"
"Sim-Animal-Ind-245",50,"!"
"Sim-Animal-Ind-245",60,"!"
"Sim-Animal-Ind-245",70,"!"
"Sim-Animal-Ind-245",80,"!"
"Sim-Animal-Ind-245",90,"!"
"Sim-Animal-Ind-245",100,"!"
"Sim-Animal-Ind-246",10,"!"
"Sim-Animal-Ind-246",20,"!"
"Sim-Animal-Ind-246",30,"!"
"Sim-Animal-Ind-246",40,"!"
"Sim-Animal-Ind-246",50,"A1"
"Sim-Animal-Ind-246",60,"A10+"
"Sim-Animal-Ind-246",70,"A10+"
"Sim-Animal-Ind-246",80,"!"
"Sim-Animal-Ind-246",90,"!"
"Sim-Animal-Ind-246",100,"!"
"Sim-Animal-Ind-247",10,"!"
"Sim-Animal-Ind-247",20,"!"
"Sim-Animal-Ind-247",30,"!"
"Sim-Animal-Ind-247",40,"!"
"Sim-Animal-Ind-247",50,"A1"
"Sim-Animal-Ind-247",60,"A10+"
"Sim-Animal-Ind-247",70,"A10+"
"Sim-Animal-Ind-247",80,"!"
"Sim-Animal-Ind-247",90,"!"
"Sim-Animal-Ind-247",100,"!"
"Sim-Animal-Ind-248",10,"!"
"Sim-Animal-Ind-248",20,"!"
"Sim-Animal-Ind-248",30,"!"
"Sim-Animal-Ind-248",40,"!"
"Sim-Animal-Ind-248",50,"A0"
"Sim-Animal-Ind-248",60,"A10+"
"Sim-Animal-Ind-248",70,"A10+"
"Sim-Animal-Ind-248",80,"A10+"
"Sim-Animal-Ind-248",90,"!"
"Sim-Animal-Ind-248",100,"!"
"Sim-Animal-Ind-249",10,"!"
"Sim-Animal-Ind-249",20,"!"
"Sim-Animal-Ind-249",30,"!"
"Sim-Animal-Ind-249",40,"!"
"Sim-Animal-Ind-249",50,"!"
"Sim-Animal-Ind-249",60,"!"
"Sim-Animal-Ind-249",70,"!"
"Sim-Animal-Ind-249",80,"!"
"Sim-Animal-Ind-249",90,"!"
"Sim-Animal-Ind-249",100,"!"
"Sim-Animal-Ind-250",10,"!"
"Sim-Animal-Ind-250",20,"!"
"Sim-Animal-Ind-250",30,"!"
"Sim-Animal-Ind-250",40,"!"
"Sim-Animal-Ind-250",50,"A0"
"Sim-Animal-Ind-250",60,"A10+"
"Sim-Animal-Ind-250",70,"A10+"
"Sim-Animal-Ind-250",80,"A10+"
"Sim-Animal-Ind-250",90,"A10+"
"Sim-Animal-Ind-250",100,"A10+"
"Sim-Animal-Ind-251",10,"!"
"Sim-Animal-Ind-251",20,"!"
"Sim-Animal-Ind-251",30,"!"
"Sim-Animal-Ind-251",40,"!"
"Sim-Animal-Ind-251",50,"A0"
"Sim-Animal-Ind-251",60,"A10+"
"Sim-Animal-Ind-251",70,"!"
"Sim-Animal-Ind-251",80,"!"
"Sim-Animal-Ind-251",90,"!"
"Sim-Animal-Ind-251",100,"!"
"Sim-Animal-Ind-252",10,"!"
"Sim-Animal-Ind-252",20,"!"
"Sim-Animal-Ind-252",30,"!"
"Sim-Animal-Ind-252",40,"!"
"Sim-Animal-Ind-252",50,"A0"
"Sim-Animal-Ind-252",60,"A10+"
"Sim-Animal-Ind-252",70,"!"
"Sim-Animal-Ind-252",80,"!"
"Sim-Animal-Ind-252",90,"!"
"Sim-Animal-Ind-252",100,"!"
"Sim-Animal-Ind-253",10,"!"
"Sim-Animal-Ind-253",20,"!"
"Sim-Animal-Ind-253",30,"!"
"Sim-Animal-Ind-253",40,"!"
"Sim-Animal-Ind-253",50,"A0"
"Sim-Animal-Ind-253",60,"A10+"
"Sim-Animal-Ind-253",70,"!"
"Sim-Animal-Ind-253",80,"!"
"Sim-Animal-Ind-253",90,"!"
"Sim-Animal-Ind-253",100,"!"
"Sim-Animal-Ind-254",10,"!"
"Sim-Animal-Ind-254",20,"!"
"Sim-Animal-Ind-254",30,"!"
"Sim-Animal-Ind-254",40,"!"
"Sim-Animal-Ind-254",50,"!"
"Sim-Animal-Ind-254",60,"A4"
"Sim-Animal-Ind-254",70,"!"
"Sim-Animal-Ind-254",80,"!"
"Sim-Animal-Ind-254",90,"!"
"Sim-Animal-Ind-254",100,"!"
"Sim-Animal-Ind-255",10,"!"
"Sim-Animal-Ind-255",20,"!"
"Sim-Animal-Ind-255",30,"!"
"Sim-Animal-Ind-255",40,"!"
"Sim-Animal-Ind-255",50,"!"
"Sim-Animal-Ind-255",60,"!"
"Sim-Animal-Ind-255",70,"!"
"Sim-Animal-Ind-255",80,"!"
"Sim-Animal-Ind-255",90,"!"
"Sim-Animal-Ind-255",100,"!"
"Sim-Animal-Ind-256",10,"!"
"Sim-Animal-Ind-256",20,"!"
"Sim-Animal-Ind-256",30,"!"
"Sim-Animal-Ind-256",40,"!"
"Sim-Animal-Ind-256",50,"!"
"Sim-Animal-Ind-256",60,"A4"
"Sim-Animal-Ind-256",70,"!"
"Sim-Animal-Ind-256",80,"!"
"Sim-Animal-Ind-256",90,"!"
"Sim-Animal-Ind-256",100,"!"
"Sim-Animal-Ind-257",10,"!"
"Sim-Animal-Ind-257",20,"!"
"Sim-Animal-Ind-257",30,"!"
"Sim-Animal-Ind-257",40,"!"
"Sim-Animal-Ind-257",50,"!"
"Sim-Animal-Ind-257",60,"A4"
"Sim-Animal-Ind-257",70,"A10+"
"Sim-Animal-Ind-257",80,"A10+"
"Sim-Animal-Ind-257",90,"A10+"
"Sim-Animal-Ind-257",100,"!"
"Sim-Animal-Ind-258",10,"!"
"Sim-Animal-Ind-258",20,"!"
"Sim-Animal-Ind-258",30,"!"
"Sim-Animal-Ind-258",40,"!"
"Sim-Animal-Ind-258",50,"!"
"Sim-Animal-Ind-258",60,"A4"
"Sim-Animal-Ind-258",70,"!"
"Sim-Animal-Ind-258",80,"!"
"Sim-Animal-Ind-258",90,"!"
"Sim-Animal-Ind-258",100,"!"
"Sim-Animal-Ind-259",10,"!"
"Sim-Animal-Ind-259",20,"!"
"Sim-Animal-Ind-259",30,"!"
"Sim-Animal-Ind-259",40,"!"
"Sim-Animal-Ind-259",50,"!"
"Sim-Animal-Ind-259",60,"A4"
"Sim-Animal-Ind-259",70,"!"
"Sim-Animal-Ind-259",80,"!"
"Sim-Animal-Ind-259",90,"!"
"Sim-Animal-Ind-259",100,"!"
"Sim-Animal-Ind-260",10,"!"
"Sim-Animal-Ind-260",20,"!"
"Sim-Animal-Ind-260",30,"!"
"Sim-Animal-Ind-260",40,"!"
"Sim-Animal-Ind-260",50,"!"
"Sim-Animal-Ind-260",60,"!"
"Sim-Animal-Ind-260",70,"!"
"Sim-Animal-Ind-260",80,"!"
"Sim-Animal-Ind-260",90,"!"
"Sim-Animal-Ind-260",100,"!"
"Sim-Animal-Ind-261",10,"!"
"Sim-Animal-Ind-261",20,"!"
"Sim-Animal-Ind-261",30,"!"
"Sim-Animal-Ind-261",40,"!"
"Sim-Animal-Ind-261",50,"!"
"Sim-Animal-Ind-261",60,"A4"
"Sim-Animal-Ind-261",70,"!"
"Sim-Animal-Ind-261",80,"!"
"Sim-Animal-Ind-261",90,"!"
"Sim-Animal-Ind-261",100,"!"
"Sim-Animal-Ind-262",10,"!"
"Sim-Animal-Ind-262",20,"!"
"Sim-Animal-Ind-262",30,"!"
"Sim-Animal-Ind-262",40,"!"
"Sim-Animal-Ind-262",50,"!"
"Sim-Animal-Ind-262",60,"A4"
"Sim-Animal-Ind-262",70,"!"
"Sim-Animal-Ind-262",80,"!"
"Sim-Animal-Ind-262",90,"!"
"Sim-Animal-Ind-262",100,"!"
